NOMBRE CIENTIFICO,NOMBRE,CLASE,ORDEN,FAMILIA,GENERO,ESPECIE,
Lessonia oreas,Negrito Andino,AVES,PASSERIFORMES,TYRANNIDAE,Lessonia,oreas,
Hymenops perspicillatus ,Viudita Pico de Plata,AVES,PASSERIFORMES,TYRANNIDAE,Hymenops,perspicillatus ,
Knipolegus orenocensis,Viudita Ribereña,AVES,PASSERIFORMES,TYRANNIDAE,Knipolegus,orenocensis,
Knipolegus poecilurus,Viudita de Cola Rufa,AVES,PASSERIFORMES,TYRANNIDAE,Knipolegus,poecilurus,
Knipolegus poecilocercus,Viudita-Negra Amazónica,AVES,PASSERIFORMES,TYRANNIDAE,Knipolegus,poecilocercus,
Knipolegus signatus,Viudita-Negra de Jelski,AVES,PASSERIFORMES,TYRANNIDAE,Knipolegus,signatus,
Knipolegus cabanisi,Viudita-Negra Plomiza,AVES,PASSERIFORMES,TYRANNIDAE,Knipolegus,cabanisi,
Knipolegus aterrimus,Viudita-Negra de Ala Blanca,AVES,PASSERIFORMES,TYRANNIDAE,Knipolegus,aterrimus,
Knipolegus hudsoni ,Viudita-Negra de Hudson,AVES,PASSERIFORMES,TYRANNIDAE,Knipolegus,hudsoni ,
Satrapa icterophrys ,Tirano de Ceja Amarilla,AVES,PASSERIFORMES,TYRANNIDAE,Satrapa,icterophrys ,
Muscisaxicola fluviatilis,Dormilona Enana,AVES,PASSERIFORMES,TYRANNIDAE,Muscisaxicola,fluviatilis,
Muscisaxicola maculirostris,Dormilona Chica,AVES,PASSERIFORMES,TYRANNIDAE,Muscisaxicola,maculirostris,
Muscisaxicola griseus,Dormilona de Taczanowski,AVES,PASSERIFORMES,TYRANNIDAE,Muscisaxicola,griseus,
Muscisaxicola juninensis,Dormilona de la Puna,AVES,PASSERIFORMES,TYRANNIDAE,Muscisaxicola,juninensis,
Muscisaxicola cinereus ,Dormilona Cinérea,AVES,PASSERIFORMES,TYRANNIDAE,Muscisaxicola,cinereus ,
Muscisaxicola albifrons,Dormilona de Frente Blanca,AVES,PASSERIFORMES,TYRANNIDAE,Muscisaxicola,albifrons,
Muscisaxicola flavinucha ,Dormilona de Nuca Ocrácea,AVES,PASSERIFORMES,TYRANNIDAE,Muscisaxicola,flavinucha ,
Muscisaxicola rufivertex,Dormilona de Nuca Rojiza,AVES,PASSERIFORMES,TYRANNIDAE,Muscisaxicola,rufivertex,
Muscisaxicola maclovianus ,Dormilona de Cara Oscura,AVES,PASSERIFORMES,TYRANNIDAE,Muscisaxicola,maclovianus ,
Muscisaxicola albilora ,Dormilona de Ceja Blanca,AVES,PASSERIFORMES,TYRANNIDAE,Muscisaxicola,albilora ,
Muscisaxicola alpinus ,Dormilona del Páramo,AVES,PASSERIFORMES,TYRANNIDAE,Muscisaxicola,alpinus ,
Muscisaxicola capistratus ,Dormilona de Vientre Canela,AVES,PASSERIFORMES,TYRANNIDAE,Muscisaxicola,capistratus ,
Muscisaxicola frontalis ,Dormilona de Frente Negra,AVES,PASSERIFORMES,TYRANNIDAE,Muscisaxicola,frontalis ,
Cnemarchus erythropygius,Tirano-Montés de Lomo Rojo,AVES,PASSERIFORMES,TYRANNIDAE,Cnemarchus,erythropygius,
Polioxolmis rufipennis,Ala-Rufa Canelo,AVES,PASSERIFORMES,TYRANNIDAE,Polioxolmis,rufipennis,
Xolmis cinereus,Monjita Gris,AVES,PASSERIFORMES,TYRANNIDAE,Xolmis,cinereus,
Agriornis montanus,Arriero de Pico Negro,AVES,PASSERIFORMES,TYRANNIDAE,Agriornis,montanus,
Agriornis albicauda,Arriero de Cola Blanca,AVES,PASSERIFORMES,TYRANNIDAE,Agriornis,albicauda,
Agriornis micropterus,Arriero de Vientre Gris,AVES,PASSERIFORMES,TYRANNIDAE,Agriornis,micropterus,
Myiotheretes striaticollis,Ala-Rufa de Garganta Rayada,AVES,PASSERIFORMES,TYRANNIDAE,Myiotheretes,striaticollis,
Myiotheretes fumigatus,Ala-Rufa Ahumado,AVES,PASSERIFORMES,TYRANNIDAE,Myiotheretes,fumigatus,
Myiotheretes fuscorufus,Ala-Rufa de Vientre Rufo,AVES,PASSERIFORMES,TYRANNIDAE,Myiotheretes,fuscorufus,
Ochthornis littoralis,Tirano de Agua Arenisco,AVES,PASSERIFORMES,TYRANNIDAE,Ochthornis,littoralis,
Cnemotriccus fuscatus,Mosquerito Fusco,AVES,PASSERIFORMES,TYRANNIDAE,Cnemotriccus,fuscatus,
Lathrotriccus euleri,Mosquerito de Euler,AVES,PASSERIFORMES,TYRANNIDAE,Lathrotriccus,euleri,
Lathrotriccus griseipectus,Mosquerito de Pecho Gris,AVES,PASSERIFORMES,TYRANNIDAE,Lathrotriccus,griseipectus,
Mitrephanes olivaceus,Mosquerito-Moñudo Olivo,AVES,PASSERIFORMES,TYRANNIDAE,Mitrephanes,olivaceus,
Sayornis nigricans,Mosquero de Agua,AVES,PASSERIFORMES,TYRANNIDAE,Sayornis,nigricans,
Empidonax alnorum ,Mosquerito de Alisos,AVES,PASSERIFORMES,TYRANNIDAE,Empidonax,alnorum ,
Contopus cooperi ,Pibí Boreal,AVES,PASSERIFORMES,TYRANNIDAE,Contopus,cooperi ,
Contopus fumigatus,Pibí Ahumado,AVES,PASSERIFORMES,TYRANNIDAE,Contopus,fumigatus,
Contopus sordidulus ,Pibí Occidental,AVES,PASSERIFORMES,TYRANNIDAE,Contopus,sordidulus ,
Contopus virens ,Pibí Oriental,AVES,PASSERIFORMES,TYRANNIDAE,Contopus,virens ,
Contopus cinereus,Pibí Tropical,AVES,PASSERIFORMES,TYRANNIDAE,Contopus,cinereus,
Contopus nigrescens,Pibí Negruzco,AVES,PASSERIFORMES,TYRANNIDAE,Contopus,nigrescens,
Tachuris rubrigastra,Siete Colores de la Totora,AVES,PASSERIFORMES,TYRANNIDAE,Tachuris,rubrigastra,
Cyclarhis gujanensis,Vireón de Ceja Rufa,AVES,PASSERIFORMES,VIREONIDAE,Cyclarhis,gujanensis,
Hylophilus olivaceus,Verdillo Oliváceo,AVES,PASSERIFORMES,VIREONIDAE,Hylophilus,olivaceus,
Hylophilus pectoralis ,Verdillo de Cabeza Ceniza,AVES,PASSERIFORMES,VIREONIDAE,Hylophilus,pectoralis ,
Hylophilus semicinereus,Verdillo de Pecho Gris,AVES,PASSERIFORMES,VIREONIDAE,Hylophilus,semicinereus,
Hylophilus thoracicus,Verdillo de Pecho Limón,AVES,PASSERIFORMES,VIREONIDAE,Hylophilus,thoracicus,
Vireolanius leucotis,Vireón de Gorro Apizarrado,AVES,PASSERIFORMES,VIREONIDAE,Vireolanius,leucotis,
Tunchiornis ochraceiceps,Verdillo de Corona Leonada,AVES,PASSERIFORMES,VIREONIDAE,Tunchiornis,ochraceiceps,
Pachysylvia decurtata,Verdillo Menor,AVES,PASSERIFORMES,VIREONIDAE,Pachysylvia,decurtata,
Pachysylvia hypoxantha,Verdillo de Gorro Oscuro,AVES,PASSERIFORMES,VIREONIDAE,Pachysylvia,hypoxantha,
Vireo leucophrys,Víreo de Gorro Pardo,AVES,PASSERIFORMES,VIREONIDAE,Vireo,leucophrys,
Vireo olivaceus,Víreo de Ojo Rojo,AVES,PASSERIFORMES,VIREONIDAE,Vireo,olivaceus,
Vireo flavoviridis ,Víreo Verde-Amarillo,AVES,PASSERIFORMES,VIREONIDAE,Vireo,flavoviridis ,
Vireo altiloquus ,Vireo de Bigote Negro,AVES,PASSERIFORMES,VIREONIDAE,Vireo,altiloquus ,
Cyanolyca viridicyanus,Urraca de Collar Blanco,AVES,PASSERIFORMES,CORVIDAE,Cyanolyca,viridicyanus,
Cyanolyca turcosa,Urraca Turquesa,AVES,PASSERIFORMES,CORVIDAE,Cyanolyca,turcosa,
Cyanocorax violaceus,Urraca Violácea,AVES,PASSERIFORMES,CORVIDAE,Cyanocorax,violaceus,
Cyanocorax cyanomelas,Urraca Purpúrea,AVES,PASSERIFORMES,CORVIDAE,Cyanocorax,cyanomelas,
Cyanocorax mystacalis,Urraca de Cola Blanca,AVES,PASSERIFORMES,CORVIDAE,Cyanocorax,mystacalis,
Cyanocorax yncas,Urraca Verde,AVES,PASSERIFORMES,CORVIDAE,Cyanocorax,yncas,
Pygochelidon cyanoleuca,Golondrina Azul y Blanca,AVES,PASSERIFORMES,HIRUNDINIDAE,Pygochelidon,cyanoleuca,
Alopochelidon fucata ,Golondrina de Cabeza Leonada,AVES,PASSERIFORMES,HIRUNDINIDAE,Alopochelidon,fucata ,
Orochelidon murina,Golondrina de Vientre Pardo,AVES,PASSERIFORMES,HIRUNDINIDAE,Orochelidon,murina,
Orochelidon flavipes,Golondrina de Pata Pálida,AVES,PASSERIFORMES,HIRUNDINIDAE,Orochelidon,flavipes,
Orochelidon andecola,Golondrina Andina,AVES,PASSERIFORMES,HIRUNDINIDAE,Orochelidon,andecola,
Atticora fasciata,Golondrina de Faja Blanca,AVES,PASSERIFORMES,HIRUNDINIDAE,Atticora,fasciata,
Atticora tibialis,Golondrina de Muslo Blanco,AVES,PASSERIFORMES,HIRUNDINIDAE,Atticora,tibialis,
Stelgidopteryx ruficollis,Golondrina Ala-Rasposa Sureña,AVES,PASSERIFORMES,HIRUNDINIDAE,Stelgidopteryx,ruficollis,
Progne tapera,Martín de Pecho Pardo,AVES,PASSERIFORMES,HIRUNDINIDAE,Progne,tapera,
Progne subis ,Martín Purpúreo,AVES,PASSERIFORMES,HIRUNDINIDAE,Progne,subis ,
Progne chalybea,Martín de Pecho Gris,AVES,PASSERIFORMES,HIRUNDINIDAE,Progne,chalybea,
Progne elegans ,Martín Sureño,AVES,PASSERIFORMES,HIRUNDINIDAE,Progne,elegans ,
Progne murphyi,Martín Peruano,AVES,PASSERIFORMES,HIRUNDINIDAE,Progne,murphyi,
Tachycineta stolzmanni,Golondrina de Tumbes,AVES,PASSERIFORMES,HIRUNDINIDAE,Tachycineta,stolzmanni,
Tachycineta albiventer,Golondrina de Ala Blanca,AVES,PASSERIFORMES,HIRUNDINIDAE,Tachycineta,albiventer,
Tachycineta leucorrhoa ,Golondrina de Lomo Blanco,AVES,PASSERIFORMES,HIRUNDINIDAE,Tachycineta,leucorrhoa ,
Tachycineta leucopyga ,Golondrina Chilena,AVES,PASSERIFORMES,HIRUNDINIDAE,Tachycineta,leucopyga ,
Riparia riparia ,Golondrina Ribereña,AVES,PASSERIFORMES,HIRUNDINIDAE,Riparia,riparia ,
Hirundo rustica ,Golondrina Tijereta,AVES,PASSERIFORMES,HIRUNDINIDAE,Hirundo,rustica ,
Petrochelidon pyrrhonota ,Golondrina Risquera,AVES,PASSERIFORMES,HIRUNDINIDAE,Petrochelidon,pyrrhonota ,
Petrochelidon rufocollaris,Golondrina de Collar Castaño,AVES,PASSERIFORMES,HIRUNDINIDAE,Petrochelidon,rufocollaris,
Microcerculus marginatus,Cucarachero de Pecho Escamoso,AVES,PASSERIFORMES,TROGLODYTIDAE,Microcerculus,marginatus,
Microcerculus bambla,Cucarachero de Ala Bandeada,AVES,PASSERIFORMES,TROGLODYTIDAE,Microcerculus,bambla,
Odontorchilus branickii,Cucarachero de Dorso Gris,AVES,PASSERIFORMES,TROGLODYTIDAE,Odontorchilus,branickii,
Troglodytes aedon,Cucarachero Común,AVES,PASSERIFORMES,TROGLODYTIDAE,Troglodytes,aedon,
Troglodytes solstitialis,Cucarachero Montañes,AVES,PASSERIFORMES,TROGLODYTIDAE,Troglodytes,solstitialis,
Cistothorus platensis,Cucarachero Sabanero,AVES,PASSERIFORMES,TROGLODYTIDAE,Cistothorus,platensis,
Campylorhynchus fasciatus,Cucarachero Ondeado,AVES,PASSERIFORMES,TROGLODYTIDAE,Campylorhynchus,fasciatus,
Campylorhynchus turdinus,Cucarachero Zorzal,AVES,PASSERIFORMES,TROGLODYTIDAE,Campylorhynchus,turdinus,
Pheugopedius euophrys,Cucarachero de Cola Llana,AVES,PASSERIFORMES,TROGLODYTIDAE,Pheugopedius,euophrys,
Pheugopedius eisenmanni ,Cucarachero Inca,AVES,PASSERIFORMES,TROGLODYTIDAE,Pheugopedius,eisenmanni ,
Pheugopedius genibarbis,Cucarachero Bigotudo,AVES,PASSERIFORMES,TROGLODYTIDAE,Pheugopedius,genibarbis,
Pheugopedius coraya,Cucarachero Coraya,AVES,PASSERIFORMES,TROGLODYTIDAE,Pheugopedius,coraya,
Pheugopedius sclateri,Cucarachero de Pecho Jaspeado,AVES,PASSERIFORMES,TROGLODYTIDAE,Pheugopedius,sclateri,
Cantorchilus superciliaris,Cucarachero con Ceja,AVES,PASSERIFORMES,TROGLODYTIDAE,Cantorchilus,superciliaris,
Cantorchilus leucotis,Cucarachero de Pecho Anteado,AVES,PASSERIFORMES,TROGLODYTIDAE,Cantorchilus,leucotis,
Cinnycerthia unirufa,Cucarachero Rufo,AVES,PASSERIFORMES,TROGLODYTIDAE,Cinnycerthia,unirufa,
Cinnycerthia olivascens,Cucarachero de Sharpe,AVES,PASSERIFORMES,TROGLODYTIDAE,Cinnycerthia,olivascens,
Cinnycerthia peruana,Cucarachero Peruano,AVES,PASSERIFORMES,TROGLODYTIDAE,Cinnycerthia,peruana,
Cinnycerthia fulva,Cucarachero Leonado,AVES,PASSERIFORMES,TROGLODYTIDAE,Cinnycerthia,fulva,
Henicorhina leucosticta ,Cucarachero-Montés de Pecho Blanco,AVES,PASSERIFORMES,TROGLODYTIDAE,Henicorhina,leucosticta ,
Henicorhina leucoptera ,Cucarachero-Montés de Ala Barrada,AVES,PASSERIFORMES,TROGLODYTIDAE,Henicorhina,leucoptera ,
Henicorhina leucophrys,Cucarachero-Montés de Pecho Gris,AVES,PASSERIFORMES,TROGLODYTIDAE,Henicorhina,leucophrys,
Cyphorhinus thoracicus,Cucarachero de Pecho Castaño,AVES,PASSERIFORMES,TROGLODYTIDAE,Cyphorhinus,thoracicus,
Cyphorhinus arada,Cucarachero Musical,AVES,PASSERIFORMES,TROGLODYTIDAE,Cyphorhinus,arada,
Microbates collaris,Soterillo Acollarado,AVES,PASSERIFORMES,POLIOPTILIDAE,Microbates,collaris,
Microbates cinereiventris,Soterillo de Cara Leonada,AVES,PASSERIFORMES,POLIOPTILIDAE,Microbates,cinereiventris,
Ramphocaenus melanurus,Soterillo Trinador,AVES,PASSERIFORMES,POLIOPTILIDAE,Ramphocaenus,melanurus,
Ramphocaenus sticturus,Soterillo Parloteador,AVES,PASSERIFORMES,POLIOPTILIDAE,Ramphocaenus,sticturus,
Polioptila plumbea,Perlita Tropical,AVES,PASSERIFORMES,POLIOPTILIDAE,Polioptila,plumbea,
Polioptila clementsi ,Perlita de Iquitos,AVES,PASSERIFORMES,POLIOPTILIDAE,Polioptila,clementsi ,
Donacobius atricapilla,Donacobio,AVES,PASSERIFORMES,DONACOBIIDAE,Donacobius,atricapilla,
Cinclus leucocephalus,Mirlo Acuático de Gorro Blanco,AVES,PASSERIFORMES,CINCLIDAE,Cinclus,leucocephalus,
Myadestes ralloides,Solitario Andino,AVES,PASSERIFORMES,TURDIDAE,Myadestes,ralloides,
Catharus fuscater,Zorzal Sombrío,AVES,PASSERIFORMES,TURDIDAE,Catharus,fuscater,
Catharus dryas,Zorzal Moteado,AVES,PASSERIFORMES,TURDIDAE,Catharus,dryas,
Catharus fuscescens ,Zorzal de Dorso Rojizo,AVES,PASSERIFORMES,TURDIDAE,Catharus,fuscescens ,
Catharus minimus ,Zorzal de Cara Gris,AVES,PASSERIFORMES,TURDIDAE,Catharus,minimus ,
Catharus ustulatus ,Zorzal de Swainson,AVES,PASSERIFORMES,TURDIDAE,Catharus,ustulatus ,
Entomodestes leucotis,Solitario de Oreja Blanca,AVES,PASSERIFORMES,TURDIDAE,Entomodestes,leucotis,
Cichlopsis leucogenys,Solitario Rufo-Marrón,AVES,PASSERIFORMES,TURDIDAE,Cichlopsis,leucogenys,
Turdus leucops,Zorzal de Ojo Pálido,AVES,PASSERIFORMES,TURDIDAE,Turdus,leucops,
Turdus reevei,Zorzal de Dorso Plomizo,AVES,PASSERIFORMES,TURDIDAE,Turdus,reevei,
Turdus leucomelas,Zorzal de Pecho Pálido,AVES,PASSERIFORMES,TURDIDAE,Turdus,leucomelas,
Turdus hauxwelli,Zorzal de Hauxwell,AVES,PASSERIFORMES,TURDIDAE,Turdus,hauxwelli,
Turdus obsoletus ,Zorzal de Vientre Pálido,AVES,PASSERIFORMES,TURDIDAE,Turdus,obsoletus ,
Turdus maculirostris,Zorzal Ecuatoriano,AVES,PASSERIFORMES,TURDIDAE,Turdus,maculirostris,
Turdus sanchezorum,Zorzal de Várzea,AVES,PASSERIFORMES,TURDIDAE,Turdus,sanchezorum,
Turdus lawrencii,Zorzal de Lawrence,AVES,PASSERIFORMES,TURDIDAE,Turdus,lawrencii,
Turdus amaurochalinus ,Zorzal de Vientre Cremoso,AVES,PASSERIFORMES,TURDIDAE,Turdus,amaurochalinus ,
Turdus ignobilis,Zorzal de Pico Negro,AVES,PASSERIFORMES,TURDIDAE,Turdus,ignobilis,
Turdus maranonicus,Zorzal del Marañón,AVES,PASSERIFORMES,TURDIDAE,Turdus,maranonicus,
Turdus fulviventris,Zorzal de Vientre Castaño,AVES,PASSERIFORMES,TURDIDAE,Turdus,fulviventris,
Turdus nigriceps,Zorzal Pizarroso Andino,AVES,PASSERIFORMES,TURDIDAE,Turdus,nigriceps,
Turdus fuscater,Zorzal Grande,AVES,PASSERIFORMES,TURDIDAE,Turdus,fuscater,
Turdus chiguanco,Zorzal Chiguanco,AVES,PASSERIFORMES,TURDIDAE,Turdus,chiguanco,
Turdus serranus,Zorzal Negro-Brilloso,AVES,PASSERIFORMES,TURDIDAE,Turdus,serranus,
Turdus albicollis,Zorzal de Cuello Blanco,AVES,PASSERIFORMES,TURDIDAE,Turdus,albicollis,
Mimus gilvus ,Calandria Tropical,AVES,PASSERIFORMES, MIMIDAE,Mimus,gilvus ,
Mimus longicaudatus,Calandria de Cola Larga,AVES,PASSERIFORMES, MIMIDAE,Mimus,longicaudatus,
Mimus triurus ,Calandria de Ala Blanca,AVES,PASSERIFORMES, MIMIDAE,Mimus,triurus ,
Mimus dorsalis ,Calandria de Dorso Pardo,AVES,PASSERIFORMES, MIMIDAE,Mimus,dorsalis ,
Passer domesticus ,Gorrión Casero,AVES,PASSERIFORMES,PASSERIDAE,Passer,domesticus ,
Anthus lutescens,Cachirla Amarillenta,AVES,PASSERIFORMES,MOTACILLIDAE,Anthus,lutescens,
Anthus furcatus,Cachirla de Pico Corto,AVES,PASSERIFORMES,MOTACILLIDAE,Anthus,furcatus,
Anthus peruvianus,Cachirla Peruana,AVES,PASSERIFORMES,MOTACILLIDAE,Anthus,peruvianus,
Anthus correndera,Cachirla Correndera,AVES,PASSERIFORMES,MOTACILLIDAE,Anthus,correndera,
Anthus hellmayri,Cachirla de Hellmayr,AVES,PASSERIFORMES,MOTACILLIDAE,Anthus,hellmayri,
Anthus bogotensis,Cachirla del Páramo,AVES,PASSERIFORMES,MOTACILLIDAE,Anthus,bogotensis,
Spinus crassirostris,Jilguero de Pico Grueso,AVES,PASSERIFORMES,FRINGILLIDAE,Spinus,crassirostris,
Spinus magellanicus,Jilguero Encapuchado,AVES,PASSERIFORMES,FRINGILLIDAE,Spinus,magellanicus,
Spinus siemiradzkii,Jilguero Azafranado,AVES,PASSERIFORMES,FRINGILLIDAE,Spinus,siemiradzkii,
Spinus olivaceus,Jilguero Oliváceo,AVES,PASSERIFORMES,FRINGILLIDAE,Spinus,olivaceus,
Spinus xanthogastrus,Jilguero de Vientre Amarillo,AVES,PASSERIFORMES,FRINGILLIDAE,Spinus,xanthogastrus,
Spinus atratus,Jilguero Negro,AVES,PASSERIFORMES,FRINGILLIDAE,Spinus,atratus,
Spinus uropygialis,Jilguero Cordillerano,AVES,PASSERIFORMES,FRINGILLIDAE,Spinus,uropygialis,
Spinus psaltria,Jilguero Menor,AVES,PASSERIFORMES,FRINGILLIDAE,Spinus,psaltria,
Chlorophonia cyanocephala,Eufonia de Lomo Dorado,AVES,PASSERIFORMES,FRINGILLIDAE,Chlorophonia,cyanocephala,
Chlorophonia cyanea,Clorofonia de Nuca Azul,AVES,PASSERIFORMES,FRINGILLIDAE,Chlorophonia,cyanea,
Chlorophonia pyrrhophrys,Clorofonia de Pecho Castaño,AVES,PASSERIFORMES,FRINGILLIDAE,Chlorophonia,pyrrhophrys,
Euphonia saturata,Eufonia de Corona Naranja,AVES,PASSERIFORMES,FRINGILLIDAE,Euphonia,saturata,
Euphonia plumbea,Eufonia Plumbea,AVES,PASSERIFORMES,FRINGILLIDAE,Euphonia,plumbea,
Euphonia chlorotica,Eufonia de Garganta Púrpura,AVES,PASSERIFORMES,FRINGILLIDAE,Euphonia,chlorotica,
Euphonia chrysopasta,Eufonia de Vientre Dorado,AVES,PASSERIFORMES,FRINGILLIDAE,Euphonia,chrysopasta,
Euphonia minuta,Eufonia de Subcaudales Blancas,AVES,PASSERIFORMES,FRINGILLIDAE,Euphonia,minuta,
Euphonia laniirostris,Eufonia de Pico Grueso,AVES,PASSERIFORMES,FRINGILLIDAE,Euphonia,laniirostris,
Euphonia xanthogaster,Eufonia de Vientre Naranja,AVES,PASSERIFORMES,FRINGILLIDAE,Euphonia,xanthogaster,
Euphonia mesochrysa,Eufonia Bronce y Verde,AVES,PASSERIFORMES,FRINGILLIDAE,Euphonia,mesochrysa,
Euphonia rufiventris,Eufonia de Vientre Rufo,AVES,PASSERIFORMES,FRINGILLIDAE,Euphonia,rufiventris,
Chlorospingus flavigularis,Chlorospingo de Garganta Amarilla,AVES,PASSERIFORMES,PASSERELLIDAE,Chlorospingus,flavigularis,
Chlorospingus parvirostris,Chlorospingo de Pico Corto,AVES,PASSERIFORMES,PASSERELLIDAE,Chlorospingus,parvirostris,
Chlorospingus canigularis,Chlorospingo de Garganta Ceniza,AVES,PASSERIFORMES,PASSERELLIDAE,Chlorospingus,canigularis,
Chlorospingus flavopectus,ChlorospingoComún,AVES,PASSERIFORMES,PASSERELLIDAE,Chlorospingus,flavopectus,
Rhynchospiza stolzmanni,Gorrión de Tumbes,AVES,PASSERIFORMES,PASSERELLIDAE,Rhynchospiza,stolzmanni,
Ammodramus humeralis,Gorrión de Pajonal,AVES,PASSERIFORMES,PASSERELLIDAE,Ammodramus,humeralis,
Ammodramus aurifrons,Gorrión de Ceja Amarilla,AVES,PASSERIFORMES,PASSERELLIDAE,Ammodramus,aurifrons,
Arremonops conirostris ,Gorrión Listado de Negro,AVES,PASSERIFORMES,PASSERELLIDAE,Arremonops,conirostris ,
Arremon assimilis,Matorralero de Ceja Gris,AVES,PASSERIFORMES,PASSERELLIDAE,Arremon,assimilis,
Arremon torquatus,Matorralero de Ceja Blanca,AVES,PASSERIFORMES,PASSERELLIDAE,Arremon,torquatus,
Arremon aurantiirostris,Gorrión de Pico Naranja,AVES,PASSERIFORMES,PASSERELLIDAE,Arremon,aurantiirostris,
Arremon abeillei,Gorrión de Gorro Negro,AVES,PASSERIFORMES,PASSERELLIDAE,Arremon,abeillei,
Arremon taciturnus,Gorrión Pectoral,AVES,PASSERIFORMES,PASSERELLIDAE,Arremon,taciturnus,
Arremon brunneinucha,Matorralero de Gorro Castaño,AVES,PASSERIFORMES,PASSERELLIDAE,Arremon,brunneinucha,
Arremon castaneiceps,Pinzón Oliváceo,AVES,PASSERIFORMES,PASSERELLIDAE,Arremon,castaneiceps,
Zonotrichia capensis,Gorrión de Collar Rufo,AVES,PASSERIFORMES,PASSERELLIDAE,Zonotrichia,capensis,
Atlapetes albiceps,Matorralero de Cabeza Blanca,AVES,PASSERIFORMES,PASSERELLIDAE,Atlapetes,albiceps,
Atlapetes rufigenis ,Matorralero de Oreja Rufa,AVES,PASSERIFORMES,PASSERELLIDAE,Atlapetes,rufigenis ,
Atlapetes tricolor,Matorralero Tricolor,AVES,PASSERIFORMES,PASSERELLIDAE,Atlapetes,tricolor,
Atlapetes schistaceus,Matorralero Pizarroso,AVES,PASSERIFORMES,PASSERELLIDAE,Atlapetes,schistaceus,
Atlapetes pallidinucha,Matorralero de Nuca Pálida,AVES,PASSERIFORMES,PASSERELLIDAE,Atlapetes,pallidinucha,
Atlapetes latinuchus,Matorralero de Pecho Amarillo,AVES,PASSERIFORMES,PASSERELLIDAE,Atlapetes,latinuchus,
Atlapetes leucopterus ,Matorralero de Ala Blanca,AVES,PASSERIFORMES,PASSERELLIDAE,Atlapetes,leucopterus ,
Atlapetes seebohmi,Matorralero de Corona Baya,AVES,PASSERIFORMES,PASSERELLIDAE,Atlapetes,seebohmi,
Atlapetes nationi ,Matorralero de Vientre Rojizo,AVES,PASSERIFORMES,PASSERELLIDAE,Atlapetes,nationi ,
Atlapetes forbesi,Matorralero de Apurímac,AVES,PASSERIFORMES,PASSERELLIDAE,Atlapetes,forbesi,
Atlapetes melanopsis,Matorralero de Anteojos Negros,AVES,PASSERIFORMES,PASSERELLIDAE,Atlapetes,melanopsis,
Atlapetes terborghi ,Matorralero de Vilcabamba,AVES,PASSERIFORMES,PASSERELLIDAE,Atlapetes,terborghi ,
Atlapetes canigenis ,Matorralero de Cusco,AVES,PASSERIFORMES,PASSERELLIDAE,Atlapetes,canigenis ,
Atlapetes melanolaemus,Matorralero de Cara Negra,AVES,PASSERIFORMES,PASSERELLIDAE,Atlapetes,melanolaemus,
Dolichonyx oryzivorus ,Tordo Arrocero,AVES,PASSERIFORMES,ICTERIDAE,Dolichonyx,oryzivorus ,
Leistes militaris,Pastorero de Pecho Colorado,AVES,PASSERIFORMES,ICTERIDAE,Leistes,militaris,
Leistes superciliaris ,Pastorero de Ceja Blanca,AVES,PASSERIFORMES,ICTERIDAE,Leistes,superciliaris ,
Leistes bellicosus,Pastorero Peruano,AVES,PASSERIFORMES,ICTERIDAE,Leistes,bellicosus,
Amblycercus holosericeus,Cacique de Pico Amarillo,AVES,PASSERIFORMES,ICTERIDAE,Amblycercus,holosericeus,
Psarocolius angustifrons,Oropéndola de Dorso Bermejo,AVES,PASSERIFORMES,ICTERIDAE,Psarocolius,angustifrons,
Psarocolius atrovirens,Oropéndola Verde Oscuro,AVES,PASSERIFORMES,ICTERIDAE,Psarocolius,atrovirens,
Psarocolius viridis,Oropéndola Verde,AVES,PASSERIFORMES,ICTERIDAE,Psarocolius,viridis,
Psarocolius decumanus,Oropéndola Crestada,AVES,PASSERIFORMES,ICTERIDAE,Psarocolius,decumanus,
Psarocolius bifasciatus,Oropéndola Olivácea,AVES,PASSERIFORMES,ICTERIDAE,Psarocolius,bifasciatus,
Cacicus solitarius,Cacique Solitario,AVES,PASSERIFORMES,ICTERIDAE,Cacicus,solitarius,
Cacicus sclateri,Cacique Ecuatoriano,AVES,PASSERIFORMES,ICTERIDAE,Cacicus,sclateri,
Cacicus koepckeae ,Cacique de Koepcke,AVES,PASSERIFORMES,ICTERIDAE,Cacicus,koepckeae ,
Cacicus uropygialis,Cacique de Lomo Escarlata,AVES,PASSERIFORMES,ICTERIDAE,Cacicus,uropygialis,
Cacicus cela,Cacique de Lomo Amarillo,AVES,PASSERIFORMES,ICTERIDAE,Cacicus,cela,
Cacicus chrysonotus,Cacique Montañes,AVES,PASSERIFORMES,ICTERIDAE,Cacicus,chrysonotus,
Cacicus latirostris,Cacique de Cola Bandeada,AVES,PASSERIFORMES,ICTERIDAE,Cacicus,latirostris,
Cacicus haemorrhous,Cacique de Lomo Rojo,AVES,PASSERIFORMES,ICTERIDAE,Cacicus,haemorrhous,
Cacicus oseryi,Cacique de Casquete,AVES,PASSERIFORMES,ICTERIDAE,Cacicus,oseryi,
Icterus croconotus,Turpial de Dorso Naranja,AVES,PASSERIFORMES,ICTERIDAE,Icterus,croconotus,
Icterus graceannae,Bolsero de Filos Blancos,AVES,PASSERIFORMES,ICTERIDAE,Icterus,graceannae,
